ENSG_ID	HPA_heart	HPA_brain	HPA_kidney
624	ENSG00000047579	18.9	13.6	19
625	ENSG00000047597	3.6	4.1	1
626	ENSG00000047617	2.9	0.8	0.5
627	ENSG00000047621	7.7	10.1	5.6
628	ENSG00000047634	4.8	4.2	5.9
629	ENSG00000047644	11.8	5	6.3
630	ENSG00000047648	3.7	3.9	6.7
631	ENSG00000047662	1.1	4.4	1.9
632	ENSG00000047849	246.9	145.1	53
633	ENSG00000047932	17.9	18.6	13.7
634	ENSG00000047936	0	0.3	0.3
635	ENSG00000048028	46	5.7	8.9
636	ENSG00000048052	16.6	17.5	2.9
637	ENSG00000048140	15.6	14.7	14
638	ENSG00000048162	12.7	8.8	11.3
639	ENSG00000048342	6.9	10.4	24.6
640	ENSG00000048392	13	16.6	22
641	ENSG00000048405	5.4	6.3	7.7
642	ENSG00000048462	0.4	0.1	0.3
643	ENSG00000048471	5.9	8	24.4
644	ENSG00000048540	3.8	123.7	4.7
645	ENSG00000048544	33.7	16.4	22.7
646	ENSG00000048545	0	0.9	0
647	ENSG00000048649	10.7	17.9	12.3
648	ENSG00000048707	18.2	27.2	15.7
649	ENSG00000048740	31.2	40.3	2.6
650	ENSG00000048828	42.9	25.1	45.4
651	ENSG00000048991	6	54.1	8.2
652	ENSG00000049089	1.2	14.7	7.4
653	ENSG00000049130	9.3	12	24
654	ENSG00000049167	5.1	5.1	5.7
655	ENSG00000049192	0.7	1.1	0.8
656	ENSG00000049239	12.7	4.8	8.1
657	ENSG00000049245	62.5	45.3	60.3
658	ENSG00000049246	18.3	14	13.4
659	ENSG00000049247	0.1	0.1	0.1
660	ENSG00000049249	0.1	0	0.1
661	ENSG00000049283	5.7	0.7	8.7
662	ENSG00000049323	76.5	8	22.3
663	ENSG00000049449	14.7	22	20.8
664	ENSG00000049540	63.6	12.8	10.2
665	ENSG00000049541	7.4	10.1	9.4
666	ENSG00000049618	13.1	12	12.9
667	ENSG00000049656	25.9	26.8	72.6
668	ENSG00000049759	22.9	23.7	53
669	ENSG00000049768	0.1	0.3	0.2
670	ENSG00000049769	9.7	12.4	2.8
671	ENSG00000049860	64.8	24.9	71.9
672	ENSG00000049883	9.1	5.5	5.1
673	ENSG00000050030	0	3.2	0.7
674	ENSG00000050130	26	33.8	39.9
675	ENSG00000050165	956.1	287.9	32.7
676	ENSG00000050327	0.9	0.2	8.5
677	ENSG00000050344	1.5	1.6	5.2
678	ENSG00000050393	8.6	11.8	19.5
679	ENSG00000050405	19.2	21.3	40
680	ENSG00000050426	23.1	36.3	48
681	ENSG00000050438	0.8	14.8	2.8
682	ENSG00000050555	1.1	2.2	11.6
683	ENSG00000050628	1.4	2.8	69.4
684	ENSG00000050730	0	1.1	0.1
685	ENSG00000050748	21.2	48.7	18.5
686	ENSG00000050767	6.5	1.2	1.4
687	ENSG00000050820	11	15.3	26.9
688	ENSG00000051009	15.9	14.2	15.9
689	ENSG00000051108	87.7	33.7	124.2
690	ENSG00000051128	10.8	11.8	21.1
691	ENSG00000051180	0.6	0.6	0.7
692	ENSG00000051341	0.2	0.2	0.1
693	ENSG00000051382	15.4	24.4	29.8
694	ENSG00000051523	20.2	18.9	77.5
695	ENSG00000051596	9.4	20.1	23.9
696	ENSG00000051620	28.7	4.3	21.4
697	ENSG00000051825	9.5	8	10
698	ENSG00000052126	29.8	12	42
699	ENSG00000052344	0.3	0.2	45.7
700	ENSG00000052723	9.6	10	14.4
701	ENSG00000052749	8.2	8.4	4.9
702	ENSG00000052795	19.7	15.1	41.3
703	ENSG00000052802	13.9	83.3	37.5
704	ENSG00000052841	16.7	18.4	25.5
705	ENSG00000052850	0	0.2	0.1
706	ENSG00000053108	0.2	4.7	3.8
707	ENSG00000053254	44.7	17.5	14.9
708	ENSG00000053328	2.2	1	2.4
709	ENSG00000053371	23.2	18.3	76.4
710	ENSG00000053372	8.7	15.5	7.8
711	ENSG00000053438	0.7	73.7	0.7
712	ENSG00000053501	19.9	20.8	18.9
713	ENSG00000053524	0.2	11.3	0.5
714	ENSG00000053702	3.2	4.7	8.7
715	ENSG00000053747	2.1	1.7	1.7
716	ENSG00000053770	21.7	18.8	27.5
717	ENSG00000053900	10.4	13.4	11.6
718	ENSG00000053918	25.5	1.9	20.3
719	ENSG00000054116	34.9	25.9	43.6
720	ENSG00000054118	37.8	28.1	30.7
721	ENSG00000054148	139.6	40.9	63.2
722	ENSG00000054179	1	5.9	3.8
723	ENSG00000054219	1.2	1.3	5
724	ENSG00000054267	9.8	15.8	13.1
725	ENSG00000054277	4.6	11	9.5
726	ENSG00000054282	14.3	24.1	25
727	ENSG00000054356	0.3	85.7	0.6
728	ENSG00000054392	2.8	3.4	4.3
729	ENSG00000054523	23.3	57.8	13.8
730	ENSG00000054598	5.7	3.6	18.9
731	ENSG00000054611	13	9	14.2
732	ENSG00000054654	52.2	9	48.9
733	ENSG00000054690	1.1	53.7	6.4
734	ENSG00000054793	8.9	84.3	10
735	ENSG00000054796	0	0	0
736	ENSG00000054803	0	8.7	0.6
737	ENSG00000054938	1.6	0.5	1.6
738	ENSG00000054965	11.1	57.3	13.7
739	ENSG00000054967	1.5	4.2	0.8
740	ENSG00000054983	11.3	20.6	17.6
741	ENSG00000055044	19.6	21.2	24.5
742	ENSG00000055070	45.4	18.5	44.3
743	ENSG00000055118	31.8	6	0.6
744	ENSG00000055130	28.9	26.8	19
745	ENSG00000055147	16.8	8.1	11.5
746	ENSG00000055163	12.5	85.4	115.3
747	ENSG00000055208	28.9	25.8	30.6
748	ENSG00000055211	44.3	20.8	70.6
749	ENSG00000055332	5.6	11.4	9.1
750	ENSG00000055483	11.9	15.3	16
751	ENSG00000055609	7.1	10.2	10.6
752	ENSG00000055732	3.1	0.1	5.7
753	ENSG00000055813	2	9.2	0.6
754	ENSG00000055917	28.8	35.2	35.3
755	ENSG00000055950	39.7	29.1	64.2
756	ENSG00000055955	3.6	4.3	3.4
757	ENSG00000055957	0.5	0.1	0.1
758	ENSG00000056050	17.2	21.9	13.2
759	ENSG00000056097	30.5	54.6	30.9
760	ENSG00000056277	0.7	1.6	1.1
761	ENSG00000056291	0.1	0.3	0.1
762	ENSG00000056487	0.2	3.3	1.4
763	ENSG00000056558	2.7	3.4	2.9
764	ENSG00000056586	11.1	13.1	10.7
765	ENSG00000056661	11.9	10.7	24.2
766	ENSG00000056736	0.9	10.5	45.8
767	ENSG00000056972	6	8.8	8.1
768	ENSG00000056998	1.3	5.6	1.8
769	ENSG00000057019	23.3	5.9	11.5
770	ENSG00000057149	0.3	0	0
771	ENSG00000057252	5.1	7.6	14.6
772	ENSG00000057294	172.5	1.5	7
773	ENSG00000057468	0.1	0.1	0
774	ENSG00000057593	0.2	0.3	0.3
775	ENSG00000057608	55.4	63.7	93.9
776	ENSG00000057657	1.4	1.1	1.1
777	ENSG00000057663	10.3	11.9	15.4
778	ENSG00000057704	1.8	9.9	7.7
779	ENSG00000057757	29.2	76.7	29.7
780	ENSG00000057935	15.3	24.8	18.5
781	ENSG00000058056	36.8	4	3.6
782	ENSG00000058063	11.2	12.4	16.2
783	ENSG00000058085	1.1	0.2	4.9
784	ENSG00000058091	19.5	44.3	23.8
785	ENSG00000058262	45.2	39.1	57.2
786	ENSG00000058272	22.3	28.8	20.9
787	ENSG00000058335	0.9	19.9	1.7
788	ENSG00000058404	47	99.3	1
789	ENSG00000058453	2.9	4	6.8
790	ENSG00000058600	14.8	13.9	14.8
791	ENSG00000058668	51.9	45.5	11.3
792	ENSG00000058673	27.5	32.2	40.3
793	ENSG00000058729	7.7	8	8.3
794	ENSG00000058799	12.7	13.6	19
795	ENSG00000058804	3.8	4.7	6.8
796	ENSG00000058866	15.2	15.6	1.9
797	ENSG00000059122	14.6	15.9	12.6
798	ENSG00000059145	5.4	9.4	6.7
799	ENSG00000059377	3.8	8.1	5.6
800	ENSG00000059378	9.8	5.7	10.3
801	ENSG00000059573	8.3	11.5	16.8
802	ENSG00000059588	9	22.9	11.6
803	ENSG00000059691	50.9	23.2	21.3
804	ENSG00000059728	2.1	5.9	3.5
805	ENSG00000059758	9.1	42.9	10.2
806	ENSG00000059769	14.8	11.2	13.2
807	ENSG00000059804	13.3	47	9.1
808	ENSG00000059915	1.2	56.3	1.9
809	ENSG00000060069	2.7	3.9	6.6
810	ENSG00000060138	406.5	16.8	58.1
811	ENSG00000060140	0.1	6.2	0.7
812	ENSG00000060237	54.9	62.4	125.8
813	ENSG00000060339	12.9	19.6	22.6
814	ENSG00000060491	6.4	13.5	12.4
815	ENSG00000060558	1	2.3	0.8
816	ENSG00000060566	0	0.2	1.8
817	ENSG00000060642	3.6	5.2	11.8
818	ENSG00000060656	4.3	5.8	4.3
819	ENSG00000060688	11.5	10.6	16
820	ENSG00000060709	0.1	17.5	2.1
821	ENSG00000060718	0.1	3	0.4
822	ENSG00000060749	4.7	5.2	5.2
823	ENSG00000060762	384	58.3	140.5
824	ENSG00000060971	65.6	34.1	210.3
825	ENSG00000060982	1.2	7.5	1.1
826	ENSG00000061273	25.4	8.8	19.8
827	ENSG00000061337	1.6	6.6	1.4
828	ENSG00000061455	0.6	0.1	0.5
829	ENSG00000061492	0	0.1	0
830	ENSG00000061656	3.9	1.5	3.5
831	ENSG00000061676	62	92.9	65.2
832	ENSG00000061794	47.9	24.9	59.7
833	ENSG00000061918	15.6	45.8	11.9
834	ENSG00000061936	10.1	17.8	13.4
835	ENSG00000061938	18.7	71.8	6.7
836	ENSG00000061987	8.5	14.4	14.4
837	ENSG00000062038	0.1	1.6	4.9
838	ENSG00000062096	0	1.2	5.8
839	ENSG00000062194	28.7	43.1	36
840	ENSG00000062282	8.1	7	2.2
841	ENSG00000062370	2.6	2.6	2.8
842	ENSG00000062485	170.3	45.3	48.4
843	ENSG00000062524	0.5	0.7	1.7
844	ENSG00000062582	76.8	32.9	75.4
845	ENSG00000062598	17.1	39.5	17
846	ENSG00000062650	8.6	11.4	16.5
847	ENSG00000062716	25.8	40.5	63.6
848	ENSG00000062725	7.4	18.7	12.7
849	ENSG00000062822	2.3	2.7	4.4
850	ENSG00000063015	0.1	33.6	0.1
851	ENSG00000063046	59.4	42	80.7
852	ENSG00000063127	1	0.4	2
853	ENSG00000063169	3.7	4.5	4.5
854	ENSG00000063176	2.6	10.2	23.2
855	ENSG00000063177	455.9	237.8	458
856	ENSG00000063180	5.3	115.4	12.9
857	ENSG00000063241	29.3	13.4	73.9
858	ENSG00000063244	48.9	47.3	54.8
859	ENSG00000063245	23.4	34	38.1
860	ENSG00000063322	17.1	25.3	22.5
861	ENSG00000063438	0.3	0.7	0.4
862	ENSG00000063515	0	0	0
863	ENSG00000063587	3.7	10.1	5.4
864	ENSG00000063601	10.5	15.6	8.3
865	ENSG00000063660	42.8	21.8	8.1
866	ENSG00000063761	6	6.2	4.3
867	ENSG00000063854	104.8	47.9	119.5
868	ENSG00000063978	19.4	25.1	25.5
869	ENSG00000064012	4.5	2	12.1
870	ENSG00000064042	96.1	47.8	32.5
871	ENSG00000064102	8.3	8.8	11.4
872	ENSG00000064115	14.7	25.6	123.6
873	ENSG00000064195	0	0.2	0.2
874	ENSG00000064199	2.6	9.7	13.2
875	ENSG00000064201	12.3	1	0.7
876	ENSG00000064205	12.4	0.2	0.1
877	ENSG00000064218	0	0.3	0
878	ENSG00000064225	35.9	10.6	18
879	ENSG00000064270	0.1	1.4	2.4
880	ENSG00000064300	7.2	2.7	3.6
881	ENSG00000064309	4.3	2.9	2.1
882	ENSG00000064313	5.9	7.2	10
883	ENSG00000064393	23.4	33.2	27.6
884	ENSG00000064419	12	15.4	16.1
885	ENSG00000064489	4.9	3	12.4
886	ENSG00000064490	26.8	17.6	30.4
887	ENSG00000064545	9.8	6.6	12.2
888	ENSG00000064547	1.2	3.2	2.5
889	ENSG00000064601	74.1	44.1	155.8
890	ENSG00000064607	26.9	45.2	20
891	ENSG00000064651	5	19.3	7.2
892	ENSG00000064652	19.2	13.3	21.4
893	ENSG00000064655	1.6	3.5	5.8
894	ENSG00000064666	31.5	6.3	36.9
895	ENSG00000064687	1.6	2.6	3.3
896	ENSG00000064692	1.9	10.8	1.6
897	ENSG00000064703	3.8	3.9	5.2
898	ENSG00000064726	83.7	50.9	31.8
899	ENSG00000064763	2.9	10.1	2.7
900	ENSG00000064787	0.1	81.2	1.7
901	ENSG00000064835	0	0.1	0.1
902	ENSG00000064886	4.2	28.9	0.6
903	ENSG00000064932	3.3	4.2	8.6
904	ENSG00000064933	5.4	7.8	6.7
905	ENSG00000064961	12	9.1	35.9
906	ENSG00000064989	23.1	18.8	13.5
907	ENSG00000064995	17	16.8	15
908	ENSG00000064999	10.8	6.7	9.7
909	ENSG00000065000	26	31.4	31.5
910	ENSG00000065029	25.7	15.8	20.3
911	ENSG00000065054	99.8	14.3	64.8
912	ENSG00000065057	5.8	6	7.3
913	ENSG00000065060	5.2	3.3	3.6
914	ENSG00000065135	9.8	14.2	26.8
915	ENSG00000065150	49.7	42.3	37.6
916	ENSG00000065154	40	90	82.6
917	ENSG00000065183	7.7	7.5	9.7
918	ENSG00000065243	11.2	8.2	15.2
919	ENSG00000065268	7.5	9.8	18.8
920	ENSG00000065308	6.8	2.1	5.9
921	ENSG00000065320	20.4	6	1.4
922	ENSG00000065325	0.4	3.1	0.2
923	ENSG00000065328	0.2	0.4	0.1
924	ENSG00000065357	7.7	14.1	5.7
925	ENSG00000065361	2.8	18.8	33.9
926	ENSG00000065371	0.6	0.4	0
927	ENSG00000065413	8	7.8	6.3
928	ENSG00000065427	71.5	35.3	52.1
929	ENSG00000065457	8.7	15	21
930	ENSG00000065485	6.6	2.2	16.8
931	ENSG00000065491	4.1	5.2	6.3
932	ENSG00000065518	225.7	58	96.8
933	ENSG00000065526	9.3	12.8	14.7
934	ENSG00000065534	23.9	35.4	50.2
935	ENSG00000065548	27.3	45.3	42.7
936	ENSG00000065559	12.7	40.3	13.4
937	ENSG00000065600	2.2	17.9	11.9
938	ENSG00000065609	0.2	76	0.1
939	ENSG00000065613	18	14	20.2
940	ENSG00000065615	6.4	4.3	8.2
941	ENSG00000065618	0.1	0.2	0.2
942	ENSG00000065621	0.4	5.5	17.6
943	ENSG00000065665	9	28.2	3.2
944	ENSG00000065675	0.2	4.7	5.2
945	ENSG00000065717	24.9	8.5	14.4
946	ENSG00000065802	14.8	11.5	6.5
947	ENSG00000065809	8.4	50.9	97.9
948	ENSG00000065833	15.5	14.5	3.2
949	ENSG00000065882	50.5	16.6	86.3
950	ENSG00000065883	8	8.8	10.4
951	ENSG00000065911	12.6	15.6	6.4
952	ENSG00000065923	0.8	6.6	1.9
953	ENSG00000065970	11	10.3	5.7
954	ENSG00000065978	177.2	40.9	97.9
955	ENSG00000065989	4.7	11.3	4.2
956	ENSG00000066027	40.4	26.6	26.4
957	ENSG00000066032	0	66	0.1
958	ENSG00000066044	26.3	17.8	24.2
959	ENSG00000066056	19.5	6.7	12.3
960	ENSG00000066084	4.9	18.5	5.8
961	ENSG00000066117	12.7	27	24.3
962	ENSG00000066135	7.9	10.5	12.6
963	ENSG00000066136	52.9	22.1	33.8
964	ENSG00000066185	2.4	2.4	10.6
965	ENSG00000066230	0.1	0.3	67.7
966	ENSG00000066248	0.7	70.5	9.3
967	ENSG00000066279	0.1	0.2	0.1
968	ENSG00000066294	1.4	3.2	0.7
969	ENSG00000066322	27.2	60.6	48.9
970	ENSG00000066336	4.6	7.9	4.4
971	ENSG00000066379	13.8	5.8	14.7
972	ENSG00000066382	6.3	9.3	12.2
973	ENSG00000066405	7.3	0	0.2
974	ENSG00000066422	4.2	8.4	6.4
975	ENSG00000066427	6.5	8.3	9.9
976	ENSG00000066455	16.5	14.8	18.2
977	ENSG00000066468	0.9	33.3	19.9
978	ENSG00000066557	9.2	12.5	11.3
979	ENSG00000066583	52.1	9.7	26.3
980	ENSG00000066629	15.9	13.6	10.5
981	ENSG00000066651	10.3	11.5	12.2
982	ENSG00000066654	11.4	17.9	23.4
983	ENSG00000066697	14.1	12.4	8
984	ENSG00000066735	0.9	0.9	1.3
985	ENSG00000066739	4.7	7.8	7.9
986	ENSG00000066777	8.3	12.4	23.1
987	ENSG00000066813	0	0.3	348.4
988	ENSG00000066827	2.7	2.5	13.8
989	ENSG00000066855	9.5	5.4	34.8
990	ENSG00000066923	1.3	9.7	2.1
991	ENSG00000066926	19.9	14.5	34.1
992	ENSG00000066933	5.3	9.4	13.3
993	ENSG00000067048	7.1	13.5	6.6
994	ENSG00000067057	85.7	85.2	33.4
995	ENSG00000067064	27.7	86.6	36.6
996	ENSG00000067066	47.7	8.5	36.2
997	ENSG00000067082	28.2	17.5	48.3
998	ENSG00000067113	65.1	26.4	71.4
999	ENSG00000067141	9	28	27.2
1000	ENSG00000067167	52.1	34.2	104
1001	ENSG00000067177	5.1	4	2
1002	ENSG00000067182	34.6	27.6	40.9
1003	ENSG00000067191	3.7	30.8	2
1004	ENSG00000067208	8	7.5	7
1005	ENSG00000067221	10.1	21.6	5.3
1006	ENSG00000067225	445.8	338.1	286.1
1007	ENSG00000067248	10.1	9.9	16.5
1008	ENSG00000067334	18.2	19.4	21.4
1009	ENSG00000067365	14.5	6.3	6.2
1010	ENSG00000067369	8.9	19.8	10.7
1011	ENSG00000067445	5.4	30.3	6.6
1012	ENSG00000067533	5.1	5.1	5.9
1013	ENSG00000067560	181.5	156.2	203.6
1014	ENSG00000067596	10.2	12	12
1015	ENSG00000067606	10.4	66.2	22.2
1016	ENSG00000067646	0.9	2.1	0.9
1017	ENSG00000067704	46.9	22.4	52.2
1018	ENSG00000067715	0.1	280.7	2.1
1019	ENSG00000067798	1.6	14	0.5
1020	ENSG00000067829	50	35	46.2
1021	ENSG00000067836	39.3	53	28.7
1022	ENSG00000067840	3	99.1	1.3
1023	ENSG00000067842	0	10.4	0.2
1024	ENSG00000067900	15.9	9.5	16.8
1025	ENSG00000067955	16.5	16.4	15.5
1026	ENSG00000067992	7.3	6.6	6.7
1027	ENSG00000068001	36.8	7.8	34.1
1028	ENSG00000068024	6.2	8.9	5
1029	ENSG00000068028	15.2	7.4	10.5
1030	ENSG00000068078	1.4	27.2	29.6
1031	ENSG00000068079	11.2	8.7	17.2
1032	ENSG00000068097	6.1	6.8	4.6
1033	ENSG00000068120	16	16.3	39.6
1034	ENSG00000068137	8.4	3.6	7.3
1035	ENSG00000068305	74.8	42.2	25.5
1036	ENSG00000068308	16.1	32	25
1037	ENSG00000068323	11.9	22.5	16.9
1038	ENSG00000068354	10.3	9.2	5.1
1039	ENSG00000068366	22.8	31.6	38.9
1040	ENSG00000068383	86.9	20.6	14.3
1041	ENSG00000068394	12.1	15.7	11.3
1042	ENSG00000068400	13.1	37.8	17
1043	ENSG00000068438	13.2	14.3	11.6
1044	ENSG00000068489	0.9	2.2	0.5
1045	ENSG00000068615	9.5	31.2	1.7
1046	ENSG00000068650	19.3	9.2	15.3
1047	ENSG00000068654	5.8	6.9	5.7
1048	ENSG00000068697	174.1	71.4	260.9
1049	ENSG00000068724	5	7.3	9.6
1050	ENSG00000068745	31.6	38.6	46.9
1051	ENSG00000068781	0.2	0.2	0.5
1052	ENSG00000068784	6.5	4.1	7
1053	ENSG00000068793	14.1	29.7	28.9
1054	ENSG00000068796	5.8	43.6	9.3
1055	ENSG00000068831	12.9	7.1	7.1
1056	ENSG00000068878	19.9	12.7	11.5
1057	ENSG00000068885	9.9	26.2	18.3
1058	ENSG00000068903	46.7	92.4	28
1059	ENSG00000068912	36	44.8	32.9
1060	ENSG00000068971	10.9	32.4	10.5
1061	ENSG00000068976	28.4	9.8	1.7
1062	ENSG00000068985	0	0	0
1063	ENSG00000069011	0.1	0	0.1
1064	ENSG00000069018	0	0	2.1
1065	ENSG00000069020	20.1	6.9	11.7
1066	ENSG00000069122	30.3	10	58.3
1067	ENSG00000069188	0.7	1.7	0.4
1068	ENSG00000069206	0	0	0.1
1069	ENSG00000069248	15.6	19.2	13.9
1070	ENSG00000069275	69.3	87.4	53.6
1071	ENSG00000069329	40.8	45	36.5
1072	ENSG00000069345	57.6	40.9	39.8
1073	ENSG00000069399	5	2	8.5
1074	ENSG00000069424	12.1	63.9	22.6
1075	ENSG00000069431	22	5.4	6.2
1076	ENSG00000069482	0	1.5	0.1
1077	ENSG00000069493	4.1	2.3	2.8
1078	ENSG00000069509	25.4	17.4	17.4
1079	ENSG00000069535	74.2	53.9	91.1
1080	ENSG00000069667	5.1	5.1	11.9
1081	ENSG00000069696	0	0.2	0.1
1082	ENSG00000069702	9.8	4.6	28.2
1083	ENSG00000069712	1.2	26.6	1.6
1084	ENSG00000069764	0	0.1	0.1
1085	ENSG00000069812	0	0.1	1
1086	ENSG00000069849	24	43.5	59.6
1087	ENSG00000069869	4.9	2.3	7.7
1088	ENSG00000069943	3.4	3.9	9.2
1089	ENSG00000069956	8.3	33.1	18.6
1090	ENSG00000069966	15.5	27.2	36.1
1091	ENSG00000069974	4.4	2.5	9.9
1092	ENSG00000069998	26.7	12.5	18
1093	ENSG00000070010	35	25	30.8
1094	ENSG00000070018	4.5	6.7	12.1
1095	ENSG00000070019	0	0.1	0.1
1096	ENSG00000070031	0	0.1	0.2
1097	ENSG00000070047	4.6	6.2	7.6
1098	ENSG00000070061	14.6	18.9	13.9
1099	ENSG00000070081	76.2	31	39.2
1100	ENSG00000070087	39.6	215.3	93.6
1101	ENSG00000070159	26.3	5.2	33.1
1102	ENSG00000070182	17.7	5.5	2.1
1103	ENSG00000070190	0.7	1.1	1.1
1104	ENSG00000070193	0.6	0.5	0.5
1105	ENSG00000070214	11.1	63.8	18.2
1106	ENSG00000070269	3.4	6.9	9.2
1107	ENSG00000070366	25.3	17.5	14.4
1108	ENSG00000070367	18	26.3	16.6
1109	ENSG00000070371	7	2.1	1.6
1110	ENSG00000070388	0	0.6	0.1
1111	ENSG00000070404	35.6	4.3	9.5
1112	ENSG00000070413	18.3	31	24.7
1113	ENSG00000070423	16.7	21.9	18.7
1114	ENSG00000070444	3.2	8.7	3.5
1115	ENSG00000070476	6.2	7.3	10.8
1116	ENSG00000070495	19.1	9.6	11.1
1117	ENSG00000070501	21.6	16.4	13.2
1118	ENSG00000070526	1.8	2.1	0.7
1119	ENSG00000070540	62.2	9.3	31.6
1120	ENSG00000070601	0.3	1	0.4
1121	ENSG00000070610	51.4	43.3	53
1122	ENSG00000070614	20.3	26.1	17
1123	ENSG00000070669	12.3	39.4	7.1
1124	ENSG00000070718	11.3	26.3	10.8
1125	ENSG00000070729	0	2.3	0
1126	ENSG00000070731	3.5	0.9	10.7
1127	ENSG00000070748	0	0	0
1128	ENSG00000070756	94.8	115.6	157.2
1129	ENSG00000070759	1.7	3.9	2.7
1130	ENSG00000070761	35	29.1	20.9
1131	ENSG00000070770	19.5	22.1	21.5
1132	ENSG00000070778	20	4.9	10.1
1133	ENSG00000070785	31.6	15.1	16.1
1134	ENSG00000070808	8.8	134.7	1.2
1135	ENSG00000070814	6.5	7.4	6.6
1136	ENSG00000070831	49.7	70	75.1
1137	ENSG00000070882	2.5	7.5	14.3
1138	ENSG00000070886	0	0.6	0
1139	ENSG00000070915	0	0.2	142.9
1140	ENSG00000070950	1.8	2.9	2.1
1141	ENSG00000070961	7	68.1	14.5
1142	ENSG00000070985	0	0	0.2
1143	ENSG00000071051	14.4	14.9	16.9
1144	ENSG00000071054	41.1	93.4	13.1
1145	ENSG00000071073	6.6	12.3	26.4
1146	ENSG00000071082	632	348.9	561.3
1147	ENSG00000071127	95.8	59.2	98.4
1148	ENSG00000071189	19	16.3	18
1149	ENSG00000071203	0	0.1	0.2
1150	ENSG00000071205	26.5	2.8	9.2
1151	ENSG00000071242	46.6	22.4	12.9
1152	ENSG00000071243	9	9.1	9.8
1153	ENSG00000071246	16	17.3	3.9
1154	ENSG00000071282	23.9	6	13
1155	ENSG00000071462	65.1	37.2	45.5
1156	ENSG00000071537	19.3	23.8	27.1
1157	ENSG00000071539	0.5	1.2	1.2
1158	ENSG00000071553	55.2	89.5	74.6
1159	ENSG00000071564	12	15.9	15.4
1160	ENSG00000071575	25.9	34.6	30.5
1161	ENSG00000071626	25.7	21.3	28.9
1162	ENSG00000071655	17.1	15.7	18.9
1163	ENSG00000071677	0	0	0
1164	ENSG00000071794	15.7	18.2	14.6
1165	ENSG00000071859	39.2	35.3	38.1
1166	ENSG00000071889	20.6	14.4	21.6
1167	ENSG00000071894	19.3	13.1	24.6
1168	ENSG00000071909	0	0.1	5.5
1169	ENSG00000071967	62.3	15.6	25.8
1170	ENSG00000071991	11.9	3	0.1
1171	ENSG00000071994	20.6	20	31.1
1172	ENSG00000072041	0.1	17.2	0.2
1173	ENSG00000072042	15	57.9	82.9
1174	ENSG00000072062	224.6	62.4	38.5
1175	ENSG00000072071	5.9	30	5.7
1176	ENSG00000072080	0	0.1	0
1177	ENSG00000072110	96.8	41.6	23.1
1178	ENSG00000072121	3.6	5.3	5
1179	ENSG00000072133	0.6	3.9	6.7
1180	ENSG00000072134	22	50.4	11.9
1181	ENSG00000072135	13.5	16.2	26.4
1182	ENSG00000072163	72.8	13.1	16.1
1183	ENSG00000072182	0.1	10	0.1
1184	ENSG00000072195	27.1	15.5	3.1
1185	ENSG00000072201	7.4	17.4	11.5
1186	ENSG00000072210	32.1	22.7	127.3
1187	ENSG00000072274	16.4	20.4	23.2
1188	ENSG00000072310	24.3	56.4	27.2
1189	ENSG00000072315	0	1.2	0.1
1190	ENSG00000072364	13	20.8	22.3
1191	ENSG00000072401	34.7	12.4	9
1192	ENSG00000072415	5.9	15.1	29.4
1193	ENSG00000072422	12.1	5.3	31.1
1194	ENSG00000072444	0.5	0.5	0.6
1195	ENSG00000072501	14.3	13.9	19.7
1196	ENSG00000072506	61.6	25.2	81.4
1197	ENSG00000072518	16.2	16.7	12.2
1198	ENSG00000072571	1.1	1	0.5
1199	ENSG00000072609	6.7	10.4	6.9
1200	ENSG00000072657	0.6	7.7	7.6
1201	ENSG00000072682	25.2	6.9	68
1202	ENSG00000072694	7.8	1.2	2.5
1203	ENSG00000072736	6.8	4.8	9.5
1204	ENSG00000072756	7.4	12.8	12.6
1205	ENSG00000072778	385.2	126	323
1206	ENSG00000072786	4.8	4.9	5.8
1207	ENSG00000072803	36.2	47.6	23.5
1208	ENSG00000072818	6.8	3.9	4.9
1209	ENSG00000072832	1.9	69.1	6.9
1210	ENSG00000072840	5.1	1.7	26.7
1211	ENSG00000072849	20.4	15.3	35.2
1212	ENSG00000072858	0.6	10.4	1.3
1213	ENSG00000072864	9.2	8.8	5.6
1214	ENSG00000072952	7.9	18.5	7.4
1215	ENSG00000072954	13.4	13.8	5.1
1216	ENSG00000072958	26.9	35.5	32.1
1217	ENSG00000073008	19.4	9.8	10.5
1218	ENSG00000073009	9.7	11	8.7
1219	ENSG00000073050	13.5	11.6	16.4
1220	ENSG00000073060	9.1	30.9	5.1
1221	ENSG00000073067	0	0	0.2
1222	ENSG00000073111	4.7	2.9	3.1
1223	ENSG00000073146	0.2	0.9	0.3
1224	ENSG00000073150	0	4.4	1.4
1225	ENSG00000073169	4.7	5.8	15.8
1226	ENSG00000073282	0.6	0.1	0.5
1227	ENSG00000073331	2.9	2.1	5.4
1228	ENSG00000073350	2.6	1.9	49.8
1229	ENSG00000073417	10.4	14.3	23.8
1230	ENSG00000073464	9.7	27.4	3.1
1231	ENSG00000073536	3.3	6	4.8
1232	ENSG00000073578	291.6	48	124
1233	ENSG00000073584	59.5	35.5	51.2
1234	ENSG00000073598	0	0.1	0
1235	ENSG00000073605	3	3.1	2.9
1236	ENSG00000073614	5.5	6.8	9.6
1237	ENSG00000073670	7.4	14.4	0.2
1238	ENSG00000073711	40.9	4.5	19.8
1239	ENSG00000073712	47.2	34.1	40.7
1240	ENSG00000073734	0	0	0
